,,,logFC,logCPM,PValue,FDR
XLOC_002623,MYH7,NM_001001302,-2.41285086536651,5.47261380958313,0.0129525622089308,1
XLOC_001522,SPCS1,NM_001171644,-2.09988242895299,5.75262299316587,0.0129701956382257,1
XLOC_002269,PEBP1,NM_001198642,-1.0833847635529,7.33721729155999,0.0131348633335879,1
XLOC_007761,HAUS6,NM_001031421,-0.992603860320157,7.59556518091419,0.0133369106654764,1
XLOC_003101,HIGD1A,NM_001030957,-3.13954399521642,5.25038255490053,0.0139177968920172,1
XLOC_006817,UQCRH,NM_001277673,1.28934298544251,7.02349986561482,0.0139733466842117,1
XLOC_007737,CZH5ORF43,NM_001199231,-1.58965314091403,6.30911350797848,0.0146596007070601,1
XLOC_007827,TMOD1,NM_205027,-1.58965314091403,6.30911119418287,0.0146596007070601,1
XLOC_002268,SUDS3,NM_001031471,1.30997762060541,6.9134977441449,0.0152808483165149,1
XLOC_005124,RPS4X,NM_205108,0.542800675526831,9.46637721923093,0.015936518736227,1
XLOC_003904,TCEB3,NM_001030905,1.74932864840963,6.12469752941127,0.0169261998081921,1
XLOC_001021,STIM1,NM_001030838,1.74932864840963,6.12513112939962,0.018311541535087,1
XLOC_005947,PTDSS2,NM_001199503,1.87617224928873,5.91319500798997,0.019235050356794,1
XLOC_000167,UBN2,NM_001277750,-1.8103773894866,5.9131707825079,0.0193121316622853,1
XLOC_001366,PDCD5,NM_001277586,1.23915205697683,6.98759762440183,0.0202261927311939,1
XLOC_005902,EXOC5,NM_001012589,-1.68308583616176,6.1239972192939,0.0204263363544902,1
XLOC_000701,,,0.864819399605438,7.95086247041791,0.0210527541836306,1
XLOC_005481,,,1.87617224928873,5.91367222440124,0.0211559216425179,1
XLOC_003555,,,-1.99493549362751,5.66526007499017,0.0212925997101362,1
XLOC_007687,SNX24,NM_001101649,-1.99493549362751,5.66525776073483,0.0212925997101362,1
XLOC_007750,CBWD1,NM_001031436,-1.99493549362751,5.66525652746245,0.0212925997101362,1
XLOC_000872,PDK3,NM_001006259,2.91783213419731,4.98719356556134,0.0214978187459572,1
XLOC_003985,MCAM,NM_001004768,2.91783213419731,4.9871937178816,0.0214978187459572,1
XLOC_007575,BRIX1,NM_001031449,-0.861569046999835,7.70937357569554,0.0221482137969097,1
XLOC_007203,FXR1,NM_001012601,1.256032839685,6.87512023638933,0.0224052526414518,1
XLOC_003539,ID1,NM_204590,1.57923370496666,6.250256326178,0.0231195865395743,1
XLOC_001654,ARIH2,NM_001199221,1.87617224928873,5.91425828022229,0.0232413057237066,1
XLOC_006618,HSPD1,NM_001012916,0.395312294315221,10.284200502022,0.0234396211247196,1
XLOC_007772,,,-1.18875208460525,6.8739583035184,0.02411696483745,1
XLOC_001786,PAIP2,NM_001007832,-0.920907672529835,7.54672672520914,0.0252730671852604,1
XLOC_005415,RAP2C,NM_001012572,0.63707459698543,8.52346680084336,0.0255383003069714,1
XLOC_006068,CFL2,NM_001004406,1.51525172179544,6.42098535206066,0.0258403135468785,1
XLOC_005871,GLRX5,NM_001008472,1.1871518684757,6.95092727022888,0.0261147495335601,1
XLOC_001407,,,0.87555371151536,7.79477306332383,0.0264999568919699,1
XLOC_006104,DICER1,NM_001040465,-1.20877098662466,6.75265775027413,0.0275211054959835,1
XLOC_006575,,,0.924476121019079,7.643664770791,0.027600835438594,1
XLOC_003807,,,1.02331814026176,7.33826856365905,0.0284770851352394,1
XLOC_001653,,,2.35383347609027,5.36558850563664,0.0286265879705487,1
XLOC_006197,,,-1.59694443222986,6.05746091715179,0.0288608368354896,1
XLOC_004859,MARC2,NM_001282381,-1.37543400059291,6.36569904587132,0.0290040452976654,1
XLOC_004399,RPS15,NM_205462,0.733639535182646,8.18947248450311,0.0292186469528032,1
XLOC_000228,FAM60A,NM_001030766,-0.698986093124509,8.24995330989529,0.0295925212196939,1
XLOC_001718,THOC3,NM_001030611,1.29980912498936,6.61952876568261,0.0302411709516839,1
XLOC_004407,COPE,NM_001006339,-0.958315872304069,7.77042161001148,0.0309047189378259,1
XLOC_004340,NT5C3L,NM_001006334,1.77830526054011,5.83518910082269,0.03091592942067,1
XLOC_002633,,,-1.71254972353439,5.83518163548586,0.03091592942067,1
XLOC_005461,,,1.12596776411785,7.0231060810014,0.0311519296733195,1
XLOC_006065,PRKD1,NM_001031201,4.66036510833921,4.25022832193672,0.0312602421828656,1
XLOC_005917,GNG2,NM_001097528,4.66036510833921,4.25022724072001,0.0312602421828656,1
XLOC_000306,DUSP12,NM_001278099,-4.62754942352535,4.2502227603332,0.0312602421828656,1
XLOC_005730,PTPRJ,NM_204621_2,-4.62754942352535,4.25022399388444,0.0312602421828656,1
XLOC_005876,VRK1,NM_001006485,-1.71254972353439,5.83503101937742,0.0317438065247248,1
XLOC_007818,SMC2,NM_205230,-0.653186147180047,8.51031496437237,0.033323377792497,1
XLOC_004341,ACLY,NM_001030540,-0.767927923402212,7.93186948529766,0.0338015952848178,1
XLOC_006962,TMEM59,NM_001006541,1.44217729713367,6.36667581002141,0.033990887249523,1
XLOC_007782,CFC1B,NM_204700,-0.955697143841026,7.33614425262141,0.0340254439407714,1
XLOC_003554,SLMO2,NM_001030866,1.02264697956886,7.2503252874059,0.0340639461411135,1
XLOC_007019,,,-1.71254972353439,5.83498683516452,0.034154147503002,1
XLOC_003153,MIR1650,NR_035141,-0.760122388597836,7.87467566806117,0.0343946371289119,1
XLOC_002419,,,0.843311240507474,7.77415324974421,0.0344108652291242,1
XLOC_003321,,,-1.88175120076853,5.57205408923264,0.0357304536738601,1
XLOC_002391,UBAC1,NM_001031474,1.32891000451916,6.47262099902075,0.035753805563453,1
XLOC_001923,,,-1.43141678692517,6.18866296231325,0.0358114642260355,1
XLOC_007763,RPS6,NM_205225,-0.412176322939684,10.2962301799504,0.0358991606297045,1
XLOC_007762,PLIN2,NM_001031420,-0.565789878242063,8.80448326292325,0.0362617234110016,1
XLOC_003976,HSPA8,NM_205003,0.273180898419864,12.5380280461353,0.0364401339891233,1
XLOC_000955,,,-1.14802453277108,6.7094943430991,0.0368243377587116,1
XLOC_001795,,,0.586910910998835,8.58427158433615,0.036997289416239,1
XLOC_000108,RAP1B,NM_001007852,0.626937167285162,8.48544956138661,0.0375506137178177,1
XLOC_005850,EIF2B2,NM_001006481,-1.06586432550669,6.9127159760759,0.0379607367159286,1
XLOC_003917,SNRNP40,NM_001006308,-1.06586432550669,6.91271189891985,0.0380012283263096,1
XLOC_001474,UBA2,NM_001030571,-0.915899198119742,7.39319713391067,0.0380797707956691,1
XLOC_007683,,,-1.43141678692517,6.18839112723359,0.0382305420882228,1
XLOC_002179,TBX3,NM_001270878,2.21949532120333,5.25023039207303,0.0385988648097545,1
XLOC_002787,,,2.21949532120333,5.25022915868172,0.0385988648097545,1
XLOC_006342,NRBF2,NM_001199533,2.21949532120333,5.25023039207303,0.0385988648097545,1
XLOC_000487,,,-2.15576106424038,5.25022333792401,0.0385988648097545,1
XLOC_002047,METTL22,NM_001278154,-2.69222308171334,4.83518439256388,0.039080936130413,1
XLOC_002353,DPM2,NM_001199164,-2.69222308171334,4.83518562603166,0.039080936130413,1
XLOC_002747,SMYD4,NM_001030715,-2.69222308171333,4.8351854737074,0.039080936130413,1
XLOC_003775,EPHB2,NM_206951,-2.69222308171333,4.8351867071761,0.039080936130413,1
XLOC_006242,PPP3CB,NM_001030340,-2.69222308171333,4.83518424023976,0.039080936130413,1
XLOC_006300,NHLRC2,NM_001006504,-2.69222308171333,4.8351867071761,0.039080936130413,1
XLOC_004905,,,1.77830526054011,5.83507328134249,0.0396664231037425,1
XLOC_001754,VDAC1,NM_001033869,1.57150903920258,5.98719461457383,0.0414330829597834,1
XLOC_003240,,,-1.5053311950527,5.98718576411418,0.0414330829597834,1
XLOC_005389,TAF9,NM_001277796,-1.5053311950527,5.98718576411418,0.0414330829597834,1
XLOC_007658,PRRC1,NM_001031417,-1.5053311950527,5.9871859163884,0.0414330829597834,1
XLOC_003841,TIA1,NM_001257203,-1.5053311950527,5.987175091926,0.0415412346120597,1
XLOC_005452,TMEM164,NM_001012886,2.21949532120333,5.25086121787512,0.041636815351372,1
XLOC_007127,POLR2D,NM_001277409,1.6631567594472,6.05695466100779,0.0420380699265823,1
XLOC_005761,API5,NM_001006474,-1.26200191759035,6.47246454939456,0.0421274857078493,1
XLOC_004035,MPZL3,NM_001252285,0.946965676632365,7.44828607882249,0.0423093261040423,1
XLOC_002136,,,1.36520315138244,6.30912246501769,0.0433416002373013,1
XLOC_004447,,,0.977199768866129,7.22003872200393,0.0442619829038806,1
XLOC_007785,,,-0.821298700756641,7.61983782361363,0.0443000574838556,1
XLOC_000771,TEAD4,NM_001001337,2.75271687981788,4.83517845018732,0.0445449809965164,1
XLOC_002894,,,-1.88175120076853,5.57006031027404,0.0445635965470652,1
XLOC_005707,QSER1,NM_001199414,1.14168673844054,6.79489648615592,0.0450295557024383,1
XLOC_005005,PTP4A1,NM_001008461,0.810331685367709,7.75300541701051,0.0454289260669803,1
XLOC_002460,RPL35,NM_204273,0.652271754783541,8.29462992335027,0.0466494299313927,1
XLOC_001670,RPL32,NM_001252255,0.470583994134187,9.20477724788769,0.0481694871559359,1
XLOC_001214,RPS17L,NM_204217,0.787283651120174,7.79467365640007,0.0482297983444508,1
XLOC_004973,,,-1.60760278820891,5.75272029768554,0.0490830115248445,1
XLOC_005388,PDZD11,NM_001031111,-1.60760278820891,5.75272044997329,0.0490830115248445,1
XLOC_006212,CCDC6,NM_001031221,-1.60760278820891,5.75272168321903,0.0490830115248445,1
XLOC_005999,FTH1,NM_205086,0.448427982749878,9.82973175345008,0.0502039828792753,1
XLOC_006533,,,0.309107784814181,10.9190817721909,0.0510428680654507,1
XLOC_005536,,,-1.60760278820891,5.75271498774809,0.0515661253453074,1
XLOC_007721,RPL37,NM_001122763,-0.587825243645856,8.59596741767135,0.0524452144937275,1
XLOC_006132,KIAA0586,NM_001040707,-1.34527538299326,6.12469294144672,0.0525347644040913,1
XLOC_004935,IGF2R,NM_204970,-1.00983673611939,6.87432299721172,0.054221964689179,1
XLOC_001809,KIF20A,NM_001012783,0.71340138754611,8.09150870274098,0.0544649399363246,1
XLOC_004673,SNX3,NM_001006408,1.4117481395335,6.12483128335463,0.0554281800214933,1
XLOC_003750,CLSTN1,NM_001197050,0.71340138754611,8.09332153335179,0.0554729378400598,1
XLOC_007804,ABCA1,NM_204145,-0.635578607713283,8.25030654864363,0.0558349707032191,1
XLOC_006700,,,0.690226997130187,7.98709600914526,0.0560412922338465,1
XLOC_003256,,,-0.831637571443752,7.33765556748748,0.0573217544587548,1
XLOC_001699,,,-1.60760278820891,5.75289451762002,0.0573924756258277,1
XLOC_004787,MTIF2,NM_001199424,1.82390240575786,5.47262168616806,0.057410425507186,1
XLOC_001109,UBL7,NM_001199748,-1.75892544863882,5.47261216567517,0.057410425507186,1
XLOC_005777,PSMC3,NM_001031190,0.776580555626339,7.73192352117552,0.0597194303561132,1
XLOC_003199,TOP2B,NM_205082,0.930274201196634,7.18903288603726,0.0599024313204303,1
XLOC_002583,KPNA2,NM_001006209,0.595403635311012,8.49848214710192,0.0600977570074184,1
XLOC_000843,APP,NM_204308,0.643303467735065,8.09183636547551,0.061257052707034,1
XLOC_003918,FABP3,NM_001030889,1.1639067283325,6.52324624969316,0.0615098680952914,1
XLOC_000428,,,-1.09688666321091,6.52323796368029,0.0615098680952914,1
XLOC_006014,TP53I11,NM_001257369,-1.75892544863882,5.47270689243525,0.062400185569393,1
XLOC_004808,ABHD12,NM_001012871,4.40869605910261,3.98719298708786,0.0625136557963286,1
XLOC_005200,GRIA2,NM_001001775,4.40869605910261,3.98719190584882,0.0625136557963286,1
XLOC_005410,NLGN3,NM_001173521,4.40869605910261,3.98719190584882,0.0625136557963286,1
XLOC_005522,PLAC8,NM_001277782,4.40869605910261,3.98719298708786,0.0625136557963286,1
XLOC_000008,GCC1,NM_001031589,-4.37614080361165,3.9871893295202,0.0625136557963286,1
XLOC_000555,PLEKHB1,NM_001012546,-4.37614080361165,3.9871893295202,0.0625136557963286,1
XLOC_001243,CRABP1,NM_001030539,-4.37614080361165,3.9871893295202,0.0625136557963286,1
XLOC_006073,TRAPPC6B,NM_001252160,-4.37614080361165,3.9871880959416,0.0625136557963286,1
XLOC_006888,FAM20B,NM_001031268,-4.37614080361165,3.9871893295202,0.0625136557963286,1
XLOC_000952,TPT1,NM_205398,-0.393138085772898,9.67657150323947,0.0625317412093215,1
XLOC_004806,XRN2,NM_001031033,0.7333508164959,7.81626185545286,0.0633244796680093,1
XLOC_002854,ITGB1,NM_001039254,0.655982852209639,8.14227541284498,0.063343640546351,1
XLOC_007676,PTGR1,NM_001031435,-1.34527538299326,6.12351473172937,0.0634856470510607,1
XLOC_005807,MED6,NM_001159425,1.47364205045396,5.91319310441156,0.0636223907995228,1
XLOC_003361,,,-1.40750352910049,5.91318862371274,0.0636223907995228,1
XLOC_006693,DARS,NM_001006528,-0.721571635300786,7.61903370620853,0.063764669939595,1
XLOC_005454,,,-1.40750352910049,5.91314639965062,0.0639678261414101,1
XLOC_000982,SHISA2,NM_204501,-1.21719764660404,6.25022023072161,0.0639836224918559,1
XLOC_003329,ROCK1,NM_001199448,-1.21719764660404,6.25022161603083,0.0639836224918559,1
XLOC_004388,,,-1.21719764660404,6.25022023072161,0.0639836224918559,1
XLOC_004741,KLF11,NM_001006417,-1.40750352910049,5.91316905937485,0.063991292627843,1
XLOC_006794,CDC20,NM_001006536,0.833552091996308,7.44679787553193,0.0640335037761095,1
XLOC_003765,DDX19B,NM_001006568,0.399145338970146,9.46032487739962,0.0641906933999685,1
XLOC_004371,EEF2,NM_205368,0.219130799143575,11.5850606647762,0.064329100135349,1
XLOC_001371,LSM14A,NM_001012778,-0.657931271631027,7.91284613250634,0.0653450732974468,1
XLOC_005939,C5H15ORF57,NM_001199531,2.07135160409604,5.12469626661947,0.0654613735606262,1
XLOC_001393,,,-2.00770747592037,5.12469327842937,0.0654613735606262,1
XLOC_006011,APIP,NM_001031547,-2.00770747592037,5.12469096391845,0.0654613735606262,1
XLOC_004885,PPP1CB,NM_205122,-0.539141799876452,8.65352904803508,0.0661947069245569,1
XLOC_006156,BMP4,NM_205237,-4.37614080361165,3.98617214191254,0.0664531387347754,1
XLOC_005464,MCTS1,NM_001105675,-1.21719764660404,6.25008652448112,0.066626881932984,1
XLOC_007751,KIAA0020,NM_001031437,-0.708755364192954,7.73164535591456,0.0667580023407909,1
XLOC_002148,,,0.578582490359557,8.250886630554,0.0668774612074626,1
XLOC_006892,ARPC5,NM_001031561,0.660630416808426,7.96949412018186,0.0671162293942617,1
XLOC_000634,RPAP3,NM_001006231,-1.09688666321091,6.52263289966464,0.0680830187186185,1
XLOC_005326,COMMD8,NM_001277821,-4.37614080361165,3.9872138030601,0.0683310577394531,1
XLOC_004402,MEF2BNB,NM_001256506,-4.37614080361165,3.98721394284621,0.0683689127419027,1
XLOC_001921,NARFL,NM_001277555,-4.37614080361165,3.98721424060404,0.0684496718963827,1
XLOC_004614,,,1.01886098631083,6.83536111628092,0.0691080290176401,1
XLOC_007815,RNF20,NM_001031434,-0.797409321619067,7.39191848571109,0.069157861943787,1
XLOC_000928,,,-0.492821669980989,8.88423008812167,0.069182803003061,1
XLOC_005532,,,-1.00983673611939,6.87203184894866,0.0701270943445663,1
XLOC_004395,STK11,NM_001045833,-2.50588136443705,4.66526021372939,0.0703363976434166,1
XLOC_005841,GEMIN2,NM_001039302,-2.50588136443705,4.66525898023439,0.0703363976434166,1
XLOC_006556,EAF2,NM_001006525,0.942031607996187,7.36414447617879,0.0703945046340658,1
XLOC_001310,PDIA3,NM_204110,0.431038461459259,9.28736883738524,0.0708561299216948,1
XLOC_005952,RIC8A,NM_001031174,-2.00770747592037,5.12441051134356,0.0710186854714763,1
XLOC_007657,LMNB1,NM_205286,-1.01827395155462,6.61944189837265,0.0710548577301158,1
XLOC_000184,RPS19BP1,NM_001006239,2.5662322938083,4.66530755372408,0.0711131910475129,1
XLOC_001756,FSTL4,NM_204502,-2.50588136443705,4.66523222462037,0.0712090908913129,1
XLOC_002477,ZNF302,NM_001030695,-2.50588136443705,4.66523059027086,0.0712579728101961,1
XLOC_005232,HSPA4L,NM_001012576,0.590388627085584,8.22033739162334,0.0712833365586869,1
XLOC_004339,JUP,NM_001267553,-0.787586375541132,7.308829244094,0.0713048384554622,1
XLOC_006128,,,1.47364205045396,5.91327027314227,0.0717882375458838,1
XLOC_001893,,,-0.618067465693694,8.35183616675741,0.0722106222563089,1
XLOC_003939,ADPRHL2,NM_001006312,-1.01827395155462,6.61942247334328,0.0727034165624652,1
XLOC_003672,WRAP73,NM_001006299,2.5662322938083,4.66574838462455,0.0728868172933002,1
XLOC_007667,,,-0.46549986941211,8.95937961354525,0.0729580710446583,1
XLOC_000787,,,-0.736654157972959,7.498170127987,0.0738395980084011,1
XLOC_005227,ARFIP1,NM_001252398,-0.951545072639149,6.83523537860406,0.075244309641973,1
XLOC_004945,EZR,NM_204885,-1.11199959286004,6.36569770689504,0.0756010988514869,1
XLOC_005978,RRAS2,NM_001006466,-1.11199959286004,6.36569647389803,0.0756010988514869,1
XLOC_002707,,,1.08540400390362,6.61968726548063,0.0768207574333338,1
XLOC_001097,CSNK1G1,NM_001005800,1.56007612661664,5.66526332270427,0.0768637133321618,1
XLOC_002220,,,1.56007612661664,5.6652654846754,0.0768637133321618,1
XLOC_006267,MORN4,NM_001031335,1.56007612661664,5.66526687024868,0.0768637133321618,1
XLOC_000741,,,-1.49441849534993,5.66525843115389,0.0768637133321618,1
XLOC_003729,PHF13,NM_001287202,-1.49441849534993,5.6652607454103,0.0768637133321618,1
XLOC_004582,EPAS1,NM_204807,-1.49441849534993,5.66526197868621,0.0768637133321618,1
XLOC_007593,,,-1.49441849534993,5.66525981672039,0.0768637133321618,1
XLOC_007696,LOC407092,NM_001277105,-0.951545072639149,6.83428503184452,0.0769524830881944,1
XLOC_001464,UQCRFS1,NM_001005843,0.963982312771586,6.91340254486264,0.0770246899223988,1
XLOC_001782,IK,NM_001006145,-0.754663425692527,7.36534777065742,0.0780665011003165,1
XLOC_001245,IDH3A,NM_001005808,-0.736654157972959,7.49703372182685,0.078183773617196,1
XLOC_006339,SIRT1,NM_001004767,2.07135160409604,5.12471989335088,0.0783670569703665,1
XLOC_002261,,,1.32010041928888,6.05758420079151,0.078421724068833,1
XLOC_004184,,,1.32010041928888,6.05758173450801,0.078421724068833,1
XLOC_007796,GNE,NM_001031432,-1.2536621458161,6.05757632541417,0.078421724068833,1
XLOC_001646,,,0.923193162840158,7.0913230495664,0.0788944865382013,1
XLOC_007819,TXN,NM_205453,-0.70955889170311,7.54794693281343,0.0790767017290901,1
XLOC_001281,SNRPA1,NM_001005823,0.881770854128678,7.15731706970096,0.0797657155783702,1
XLOC_006391,FAM21A,NM_001012593,1.82390240575786,5.47262379134936,0.0805447739225899,1
XLOC_000992,FDX1,NM_001198668,-1.49441849534993,5.66523970432599,0.0810739879458962,1
XLOC_001409,,,1.82390240575786,5.47197941623804,0.0811364175316389,1
XLOC_004163,,,1.56007612661664,5.66574101791041,0.0814837962092224,1
XLOC_005959,KIF18A,NM_001199426,1.56007612661664,5.66524732140838,0.0815240027962668,1
XLOC_005136,,,2.07135160409604,5.12802244469111,0.0833703817493713,1
XLOC_001335,FHOD1,NM_001012774,2.07135160409604,5.12681566733984,0.0834921186319493,1
XLOC_001506,DHX38,NM_001030582,-0.724334896957297,7.4198149167359,0.083699996843763,1
XLOC_006370,ADK,NM_001006501,-1.01827395155462,6.61818012230943,0.0841250366229711,1
XLOC_007556,RPL17L,NM_001282277,-0.47222252406291,9.31352495992189,0.0843682561378814,1
XLOC_003301,LRRC16A,NM_001159370,-1.2536621458161,6.05758391477064,0.0861303413793389,1
XLOC_006938,EIF2B3,NM_001031280,1.01886098631083,6.83697048336576,0.0861318972810634,1
XLOC_003777,YBX1,NM_204414,0.359416678727742,10.0657902728617,0.0865990620250902,1
XLOC_001625,SHISA5,NM_001030591,1.01749148767293,6.70975149531646,0.0872105855266307,1
XLOC_005705,EIF3M,NM_001006406,-0.509665584215914,8.60737594588887,0.0877893495175235,1
XLOC_002205,ATP6V0A2,NM_204723,-1.02383416020389,6.47260461502737,0.0883067541758909,1
XLOC_004883,MCFD2,NM_001006400,-1.02383416020389,6.47252786461973,0.0884365022998632,1
XLOC_005993,AP2A2,NM_001012896,-0.66549164469462,7.81406177585942,0.0887480107627521,1
XLOC_004409,GDF3,NM_205211,1.28388947491171,6.2527470175946,0.0888636729685238,1
XLOC_002849,GTPBP4,NM_001006354,0.512274343084492,8.35192483111487,0.0895692993915518,1
XLOC_004558,LBR,NM_205342,0.503049013664872,8.37974188711756,0.0899133240485795,1
XLOC_004676,CD24,NM_001277735,0.350140547225549,9.61415113547847,0.0900442569796664,1
XLOC_000149,WDR91,NM_001030752,-1.02383416020389,6.47238539659468,0.0904395115437162,1
XLOC_000949,TSC22D1,NM_205111,1.56007612661664,5.6652565180418,0.091092881310959,1
XLOC_006939,PRDX1,NM_001271932,-0.358633800280198,9.75804400975299,0.0915816587121464,1
XLOC_000830,POU2F1,NM_205472,1.68956425087092,5.36570540111072,0.0923309235042938,1
XLOC_001210,,,1.68956425087092,5.36570447236208,0.0923309235042938,1
XLOC_003020,,,1.68956425087092,5.36570447236208,0.0923309235042938,1
XLOC_003925,,,1.68956425087092,5.36570432005548,0.0923309235042938,1
XLOC_005369,FAM53A,NM_204388,1.68956425087092,5.36570323900104,0.0923309235042938,1
XLOC_007146,,,1.68956425087092,5.36570540111072,0.0923309235042938,1
XLOC_001326,ARL2BP,NM_001007970,-1.6246613996424,5.36570040325182,0.0923309235042938,1
XLOC_007666,TMEM167A,NM_001113454,-1.6246613996424,5.36569793653776,0.0923309235042938,1
XLOC_007646,CLTA,NM_001039313,-1.2536621458161,6.05680688161554,0.0929324239909305,1
XLOC_004418,PTPRS,NM_205407,0.76402108654531,7.47316243549517,0.0932207146995621,1
XLOC_000748,BID,NM_204552,1.19771758594928,6.18882853566193,0.0932213794965847,1
XLOC_000828,MINA,NM_001079723,1.19771758594928,6.18882853566193,0.0932213794965847,1
XLOC_002232,NAA25,NM_001030664,1.19771758594928,6.18882760709787,0.0932213794965847,1
XLOC_003696,C21H1ORF144,NM_001030880,-1.13105624267214,6.18882066063064,0.0932213794965847,1
XLOC_001744,C5ORF5,NM_001277745,-2.50588136443705,4.66054440415207,0.0934211167557417,1
XLOC_003620,TPD52L2,NM_001030858,-0.696299763815605,7.47264563253752,0.0934699635146377,1
XLOC_007635,HINT1,NM_204689,-1.13105624267214,6.18875651423947,0.0942697927477793,1
XLOC_005877,CCNK,NM_001031209,1.01749148767293,6.70961402142664,0.0947406904061809,1
XLOC_005714,DKK3,NM_205125,2.5662322938083,4.66912745913195,0.0948251415597946,1
XLOC_000897,RGN,NM_204729,-0.609427924563072,7.93170366330747,0.0949600359388711,1
